t_ms,Vbat_mean,Vbus_INA,Vbat_ADS,Vsh_mV,I_A,mode,T_C
3688361,4.0595,4.0706,4.0476,50.916,0.5086,DISCH,27.81
3689322,4.0582,4.069,4.0476,50.832,0.5093,DISCH,27.79
3690335,4.0591,4.0683,4.0481,51.115,0.5101,DISCH,27.8
3691357,4.06,4.0694,4.0493,51.292,0.5093,DISCH,27.8
3692368,4.057,4.0675,4.0473,50.862,0.5083,DISCH,27.84
3693309,4.0605,4.0708,4.0511,50.994,0.5087,DISCH,27.78
3694300,4.0584,4.0702,4.0468,50.816,0.5099,DISCH,27.83
3695366,4.057,4.0679,4.0454,50.659,0.5084,DISCH,27.83
3696375,4.0594,4.071,4.0478,51.381,0.5098,DISCH,27.81
3697346,4.061,4.0739,4.0504,51.127,0.5105,DISCH,27.8
3698364,4.0579,4.0679,4.0465,50.958,0.5092,DISCH,27.85
3699362,4.0571,4.0675,4.0469,51.013,0.5105,DISCH,27.81
3700410,4.0576,4.0715,4.0465,50.966,0.5092,DISCH,27.82
3701425,4.057,4.0685,4.0445,50.811,0.5079,DISCH,27.81
3702452,4.0584,4.0692,4.0461,50.94,0.5094,DISCH,27.79
3703446,4.0596,4.0706,4.0491,51.077,0.5094,DISCH,27.85
3704483,4.0596,4.0707,4.0474,51.154,0.5092,DISCH,27.77
3705467,4.0579,4.0706,4.049,50.994,0.5086,DISCH,27.86
3706452,4.0577,4.0688,4.0474,51.169,0.5099,DISCH,27.8
3707445,4.0573,4.0693,4.0473,51.246,0.51,DISCH,27.85
3708495,4.0576,4.0697,4.0473,50.545,0.5075,DISCH,27.82
3709422,4.0597,4.0702,4.0494,50.965,0.5077,DISCH,27.82
3710426,4.0581,4.0703,4.0465,50.907,0.5084,DISCH,27.83
3711421,4.0576,4.0701,4.0449,51.306,0.5113,DISCH,27.83
3712428,4.0572,4.0679,4.0474,50.589,0.5092,DISCH,27.83
3713428,4.0579,4.0691,4.0465,50.709,0.5095,DISCH,27.85
3714435,4.0577,4.0698,4.0467,50.715,0.5073,DISCH,27.86
3715461,4.0576,4.0697,4.0459,50.659,0.5092,DISCH,27.8
3716459,4.059,4.0717,4.0475,51.078,0.509,DISCH,27.8
3717486,4.06,4.072,4.049,51.053,0.5093,DISCH,27.81
3718469,4.0555,4.0676,4.0439,50.784,0.5087,DISCH,27.8
3719463,4.0593,4.0686,4.0471,50.983,0.5103,DISCH,27.81
3720482,4.0585,4.0688,4.0457,51.48,0.5116,DISCH,27.83
3721471,4.0585,4.0703,4.0469,50.843,0.51,DISCH,27.82
3722448,4.0566,4.0682,4.0461,51.116,0.5107,DISCH,27.85
3723467,4.0555,4.0678,4.044,51.075,0.5096,DISCH,27.81
3724433,4.0569,4.067,4.0445,50.953,0.5078,DISCH,27.8
3725419,4.0546,4.0657,4.0424,50.867,0.5092,DISCH,27.83
3726361,4.0559,4.0677,4.0441,51.148,0.511,DISCH,27.81
3727377,4.0562,4.068,4.0464,50.957,0.5098,DISCH,27.85
3728335,4.0576,4.069,4.0471,50.805,0.5073,DISCH,27.84
3729304,4.0577,4.0684,4.045,50.934,0.5086,DISCH,27.82
3730297,4.056,4.068,4.0453,51.228,0.5089,DISCH,27.81
3731247,4.058,4.0682,4.0477,50.758,0.5088,DISCH,27.84
3732240,4.0571,4.0696,4.0472,51.298,0.5105,DISCH,27.83
3733276,4.0559,4.0667,4.046,50.974,0.5085,DISCH,27.83
3734352,4.0568,4.0698,4.0476,51.05,0.5097,DISCH,27.82
3735349,4.058,4.069,4.0472,50.745,0.5076,DISCH,27.78
3736307,4.0562,4.0666,4.0458,51.305,0.5108,DISCH,27.81
3737338,4.0568,4.0681,4.0457,50.689,0.5083,DISCH,27.82
3738343,4.0572,4.0678,4.0459,51.026,0.5099,DISCH,27.8
3739417,4.057,4.068,4.0456,51.048,0.508,DISCH,27.83
3740409,4.0549,4.0666,4.043,51.134,0.5101,DISCH,27.79
3741451,4.0545,4.0671,4.0443,50.51,0.5071,DISCH,27.81
3742401,4.0567,4.0674,4.0454,50.868,0.5082,DISCH,27.84
3743455,4.0569,4.0679,4.0452,50.569,0.5072,DISCH,27.84
3744444,4.055,4.0656,4.043,51.159,0.5099,DISCH,27.82
3745435,4.0572,4.0685,4.0475,50.871,0.5096,DISCH,27.82
3746370,4.0564,4.0676,4.0454,51.203,0.51,DISCH,27.82
3747325,4.0576,4.0694,4.0466,50.745,0.5091,DISCH,27.85
3748348,4.0569,4.0665,4.0466,50.727,0.5111,DISCH,27.84
3749346,4.0574,4.0685,4.0457,50.679,0.5094,DISCH,27.84
3750405,4.0553,4.066,4.0448,50.92,0.5092,DISCH,27.84
3751362,4.0562,4.0665,4.0447,51.354,0.5092,DISCH,27.79
3752401,4.0556,4.0663,4.046,50.484,0.51,DISCH,27.84
3753385,4.0546,4.0643,4.0422,50.806,0.5084,DISCH,27.86
3754398,4.0568,4.0698,4.0446,50.748,0.5083,DISCH,27.81
3755354,4.0568,4.0672,4.045,51.14,0.5084,DISCH,27.82
3756333,4.0552,4.0653,4.0441,51.256,0.5099,DISCH,27.83
3757380,4.0561,4.0674,4.0437,51.018,0.5079,DISCH,27.84
3758327,4.0557,4.0665,4.0436,50.704,0.5091,DISCH,27.85
3759359,4.0544,4.0651,4.0419,50.832,0.5087,DISCH,27.82
3760322,4.0544,4.0654,4.0439,51.222,0.5088,DISCH,27.83
3761317,4.0573,4.0693,4.0461,50.974,0.5095,DISCH,27.82
3762300,4.0545,4.0662,4.0438,51.0,0.5084,DISCH,27.81
3763287,4.0575,4.0686,4.0464,50.826,0.5089,DISCH,27.79
3764274,4.0549,4.0669,4.0431,50.718,0.5099,DISCH,27.8
3765271,4.0536,4.0656,4.0436,50.678,0.5085,DISCH,27.82
3766249,4.0572,4.0682,4.0467,51.099,0.5087,DISCH,27.8
3767231,4.055,4.0663,4.0437,50.714,0.5092,DISCH,27.8
3768198,4.0551,4.0656,4.0437,50.673,0.5091,DISCH,27.8
3769161,4.0546,4.0668,4.0442,50.585,0.5093,DISCH,27.84
3770129,4.0543,4.0667,4.0443,50.835,0.5101,DISCH,27.83
3771116,4.0558,4.0671,4.0433,51.301,0.5095,DISCH,27.81
3772123,4.0532,4.0641,4.0423,51.299,0.511,DISCH,27.83
3773161,4.0541,4.0631,4.0432,50.658,0.5089,DISCH,27.77
3774146,4.0541,4.0662,4.0413,51.158,0.511,DISCH,27.83
3775165,4.0561,4.067,4.0454,51.01,0.5095,DISCH,27.79
3776149,4.0555,4.0686,4.0438,50.78,0.5102,DISCH,27.9
3777118,4.0544,4.0658,4.0418,51.386,0.5087,DISCH,27.85
3778134,4.0562,4.0671,4.0447,50.615,0.5066,DISCH,27.84
3779145,4.0548,4.0663,4.0423,50.528,0.5081,DISCH,27.8
3780208,4.0553,4.0662,4.0446,51.232,0.5093,DISCH,27.85
3781227,4.0532,4.0638,4.0447,51.331,0.5093,DISCH,27.85
3782238,4.0551,4.0668,4.0449,50.884,0.5104,DISCH,27.79
3783285,4.0534,4.0646,4.0439,50.795,0.5091,DISCH,27.82
3784245,4.0552,4.0672,4.0447,51.183,0.5103,DISCH,27.82
3785217,4.0546,4.0667,4.0426,50.723,0.5078,DISCH,27.85
3786168,4.0549,4.0658,4.0453,50.866,0.5078,DISCH,27.81
3787117,4.0538,4.0652,4.0421,50.775,0.5091,DISCH,27.83
3788122,4.0541,4.0669,4.0436,50.61,0.5097,DISCH,27.83
3789042,4.0542,4.0658,4.0435,50.959,0.5078,DISCH,27.85
3790056,4.052,4.0639,4.0401,51.184,0.5101,DISCH,27.82
3791064,4.0553,4.0665,4.0451,50.959,0.5107,DISCH,27.86
3792022,4.0536,4.0647,4.0417,50.842,0.5115,DISCH,27.83
3792996,4.0553,4.0671,4.0448,51.043,0.5097,DISCH,27.84
3794009,4.0542,4.0646,4.0421,51.464,0.5109,DISCH,27.82
3795038,4.0547,4.0643,4.0427,50.676,0.5092,DISCH,27.84
3795975,4.0552,4.0673,4.0421,51.06,0.5087,DISCH,27.79
3796972,4.0541,4.0642,4.0418,50.834,0.5096,DISCH,27.82
3797970,4.0525,4.0642,4.0397,50.508,0.5078,DISCH,27.81
3798981,4.0546,4.0643,4.0441,51.067,0.5089,DISCH,27.85
3799963,4.0549,4.0655,4.0437,50.925,0.508,DISCH,27.83
3800931,4.0535,4.0639,4.0419,51.059,0.5092,DISCH,27.82
3801895,4.0554,4.0661,4.0458,50.677,0.5081,DISCH,27.83
3802888,4.0546,4.0652,4.0428,50.91,0.509,DISCH,27.83
3803887,4.0519,4.0648,4.0402,51.142,0.5112,DISCH,27.84
3804893,4.0544,4.066,4.0424,50.736,0.509,DISCH,27.85
3805918,4.052,4.0631,4.0414,50.815,0.5085,DISCH,27.84
3806930,4.0529,4.0646,4.0419,50.512,0.5086,DISCH,27.83
3807959,4.0529,4.0634,4.0425,50.992,0.5088,DISCH,27.82
3808930,4.0515,4.0629,4.0415,51.016,0.5086,DISCH,27.83
3809978,4.0531,4.065,4.0413,51.279,0.51,DISCH,27.76
3810962,4.055,4.0671,4.0439,50.961,0.5102,DISCH,27.83
3811993,4.0525,4.064,4.0399,50.834,0.5094,DISCH,27.83
3812948,4.0533,4.0628,4.0406,50.972,0.5094,DISCH,27.83
3813941,4.0529,4.0652,4.0419,50.977,0.5076,DISCH,27.82
3814930,4.0515,4.0639,4.0393,51.016,0.5097,DISCH,27.8
3815951,4.0526,4.0633,4.0408,51.068,0.5088,DISCH,27.81
3816923,4.0526,4.0614,4.0415,50.613,0.5067,DISCH,27.8
3817887,4.0545,4.0659,4.0427,51.055,0.5092,DISCH,27.83
3818872,4.0539,4.0652,4.041,50.59,0.5087,DISCH,27.81
3819873,4.0545,4.0674,4.0435,50.943,0.5074,DISCH,27.86
3820890,4.0536,4.0638,4.0414,51.434,0.5101,DISCH,27.84
3821890,4.0527,4.0644,4.0412,50.853,0.5083,DISCH,27.82
3822898,4.0513,4.0632,4.0411,51.039,0.51,DISCH,27.84
3823887,4.0529,4.0641,4.0413,50.862,0.5079,DISCH,27.8
3824952,4.0543,4.0635,4.0417,51.217,0.5094,DISCH,27.84
3825945,4.0534,4.0635,4.0409,51.027,0.5104,DISCH,27.84
3826960,4.0527,4.0647,4.0422,50.559,0.5077,DISCH,27.82
3827942,4.0519,4.0625,4.04,50.979,0.5096,DISCH,27.81
3828923,4.0524,4.0626,4.0399,50.48,0.5079,DISCH,27.8
3829923,4.0517,4.0629,4.0404,51.242,0.509,DISCH,27.79
3830900,4.051,4.0619,4.0407,51.15,0.5088,DISCH,27.82
3831860,4.0524,4.0626,4.0416,50.655,0.5085,DISCH,27.82
3832866,4.0509,4.0619,4.0389,51.012,0.5102,DISCH,27.78
3833880,4.0526,4.0633,4.0416,51.013,0.5101,DISCH,27.84
3834831,4.0531,4.0648,4.042,50.6,0.5083,DISCH,27.83
3835806,4.0536,4.0645,4.0428,50.809,0.5082,DISCH,27.83
3836789,4.0506,4.0617,4.04,51.061,0.5097,DISCH,27.85
3837802,4.0537,4.0623,4.0418,51.178,0.5104,DISCH,27.82
3838845,4.0531,4.0638,4.0426,51.104,0.51,DISCH,27.83
3839859,4.0513,4.0632,4.0408,50.873,0.5072,DISCH,27.82
3840835,4.0523,4.0634,4.0417,50.488,0.5072,DISCH,27.82
3841829,4.0513,4.0627,4.0403,50.958,0.5095,DISCH,27.83
3842929,4.0516,4.0626,4.0402,50.98,0.5081,DISCH,27.8
3843865,4.0522,4.0622,4.0414,50.888,0.5096,DISCH,27.83
3844892,4.0513,4.0629,4.0423,50.433,0.5072,DISCH,27.81
3845855,4.0525,4.0634,4.0405,50.945,0.5098,DISCH,27.84
3846931,4.0527,4.0651,4.041,51.253,0.5108,DISCH,27.8
3847918,4.0518,4.0623,4.0423,50.925,0.5088,DISCH,27.78
3848899,4.0516,4.0632,4.0401,50.899,0.5104,DISCH,27.81
3849954,4.052,4.0636,4.0422,50.864,0.508,DISCH,27.81
3850917,4.0504,4.0621,4.0384,50.964,0.5077,DISCH,27.82
3851941,4.053,4.0636,4.0427,50.926,0.5087,DISCH,27.82
3852950,4.0516,4.0649,4.0404,50.818,0.5094,DISCH,27.87
3853924,4.0515,4.0612,4.0399,50.874,0.509,DISCH,27.81
3854922,4.0509,4.0623,4.0392,51.046,0.5083,DISCH,27.8
3855933,4.0507,4.0601,4.0413,50.781,0.5095,DISCH,27.81
3856873,4.0496,4.0591,4.0372,50.635,0.5062,DISCH,27.83
3857927,4.0509,4.0623,4.0396,51.108,0.5101,DISCH,27.85
3858962,4.0499,4.0614,4.0399,50.656,0.5083,DISCH,27.82
3859927,4.0514,4.0631,4.0396,50.657,0.5091,DISCH,27.81
3860912,4.0497,4.0592,4.0402,50.744,0.5098,DISCH,27.81
3861940,4.0517,4.0633,4.0417,50.957,0.5107,DISCH,27.83
3862971,4.0483,4.0591,4.0363,50.859,0.5116,DISCH,27.82
3864000,4.0514,4.0644,4.0417,50.631,0.5077,DISCH,27.78
3864999,4.0508,4.0629,4.0387,50.949,0.5092,DISCH,27.81
3865993,4.0504,4.0621,4.0394,50.992,0.5081,DISCH,27.82
3866985,4.0515,4.0631,4.041,50.716,0.508,DISCH,27.85
3868004,4.0497,4.0614,4.0392,50.926,0.509,DISCH,27.84
3869064,4.0511,4.0621,4.0396,50.944,0.5078,DISCH,27.83
3870068,4.0496,4.0603,4.0388,50.784,0.5098,DISCH,27.82
3871085,4.0506,4.0623,4.0393,51.205,0.5107,DISCH,27.8
3872096,4.0513,4.0618,4.0403,51.066,0.5099,DISCH,27.8
3873099,4.0484,4.0587,4.0382,51.384,0.5099,DISCH,27.85
3874107,4.0512,4.0639,4.0401,50.868,0.5099,DISCH,27.86
3875130,4.0515,4.0627,4.0395,50.741,0.5075,DISCH,27.82
3876165,4.0524,4.0653,4.0407,50.821,0.5093,DISCH,27.8
3877113,4.0502,4.0604,4.0382,50.86,0.5076,DISCH,27.83
3878125,4.0488,4.0608,4.0372,50.808,0.5071,DISCH,27.87
3879144,4.0512,4.0635,4.0394,50.79,0.5092,DISCH,27.84
3880136,4.0506,4.0623,4.0391,51.103,0.5089,DISCH,27.84
3881140,4.0499,4.0589,4.0397,51.088,0.5094,DISCH,27.85
3882164,4.0503,4.0621,4.0397,51.264,0.5093,DISCH,27.8
3883155,4.0496,4.0613,4.0397,50.59,0.5068,DISCH,27.8
3884156,4.0504,4.0614,4.0407,50.764,0.5091,DISCH,27.82
3885159,4.0503,4.0617,4.0393,51.578,0.5091,DISCH,27.83
3886158,4.0509,4.063,4.0409,50.953,0.5094,DISCH,27.81
3887159,4.0494,4.0621,4.0395,50.932,0.5078,DISCH,27.78
3888142,4.0503,4.0611,4.0395,51.217,0.5114,DISCH,27.8
3889114,4.0483,4.0594,4.0382,51.154,0.5097,DISCH,27.76
3890130,4.049,4.0603,4.037,50.727,0.5071,DISCH,27.8
3891136,4.0494,4.0608,4.0388,50.713,0.5077,DISCH,27.83
3892198,4.0505,4.0626,4.04,51.111,0.509,DISCH,27.86
3893165,4.0511,4.0625,4.0376,50.997,0.5085,DISCH,27.82
3894129,4.0489,4.0599,4.0365,50.514,0.5084,DISCH,27.82
3895159,4.0496,4.0615,4.0383,50.993,0.5093,DISCH,27.81
3896192,4.0486,4.0618,4.0389,50.882,0.5095,DISCH,27.81
3897194,4.049,4.0597,4.0388,51.014,0.5095,DISCH,27.81
3898148,4.0491,4.0598,4.0364,50.83,0.5102,DISCH,27.82
3899127,4.0487,4.0597,4.0363,51.217,0.5085,DISCH,27.79
3900146,4.0496,4.0612,4.0398,51.287,0.5102,DISCH,27.82
3901113,4.0498,4.0608,4.0373,51.044,0.5103,DISCH,27.84
3902126,4.0478,4.0612,4.0373,50.765,0.5085,DISCH,27.82
3903104,4.0492,4.0598,4.0393,50.867,0.5088,DISCH,27.83
3904109,4.0471,4.059,4.0365,50.843,0.5101,DISCH,27.83
3905140,4.049,4.0628,4.0386,50.747,0.5093,DISCH,27.83
3906131,4.0498,4.0608,4.0391,51.093,0.5086,DISCH,27.81
3907094,4.0491,4.0588,4.0379,50.933,0.5086,DISCH,27.76
3908059,4.0495,4.0599,4.0382,50.966,0.5119,DISCH,27.83
3909061,4.0477,4.0592,4.0358,50.837,0.5096,DISCH,27.86
3910077,4.0479,4.0589,4.0369,50.663,0.5082,DISCH,27.8
3911061,4.0486,4.0605,4.0376,51.101,0.5085,DISCH,27.84
3912092,4.0487,4.0601,4.0358,50.796,0.508,DISCH,27.84
3913090,4.049,4.0594,4.0372,50.728,0.509,DISCH,27.82
3914092,4.0505,4.0608,4.0385,50.977,0.5096,DISCH,27.81
3915137,4.049,4.0595,4.0363,51.28,0.5106,DISCH,27.83
3916162,4.0478,4.059,4.0372,50.785,0.508,DISCH,27.84
3917118,4.0486,4.0619,4.0389,50.823,0.5106,DISCH,27.79
3918090,4.0486,4.0597,4.0391,50.735,0.5095,DISCH,27.83
3919117,4.0464,4.0564,4.0348,51.031,0.5097,DISCH,27.82
3920079,4.0481,4.0611,4.0373,50.887,0.5095,DISCH,27.84
3921073,4.0477,4.0594,4.0349,50.844,0.5078,DISCH,27.84
3922025,4.0481,4.0584,4.0383,50.648,0.5088,DISCH,27.84
3922974,4.0471,4.0579,4.0373,50.846,0.5096,DISCH,27.79
3923998,4.0474,4.0581,4.0363,50.975,0.5088,DISCH,27.8
3925012,4.0489,4.0595,4.0363,51.051,0.5081,DISCH,27.84
3926023,4.0497,4.0595,4.0365,50.67,0.5078,DISCH,27.83
3927058,4.0479,4.0611,4.0366,50.862,0.5079,DISCH,27.81
3928046,4.0473,4.0589,4.0349,51.259,0.5085,DISCH,27.82
3929111,4.0476,4.0595,4.0362,50.687,0.5088,DISCH,27.81
3930096,4.0469,4.0582,4.0366,50.62,0.5073,DISCH,27.83
3931073,4.0455,4.0556,4.0354,50.793,0.5092,DISCH,27.85
3932073,4.0477,4.0589,4.0364,50.722,0.5083,DISCH,27.8
3933093,4.047,4.058,4.036,50.596,0.5082,DISCH,27.83
3934067,4.0463,4.0579,4.0361,50.762,0.5088,DISCH,27.81
3935012,4.0464,4.059,4.0359,50.808,0.5074,DISCH,27.82
3936036,4.0476,4.0595,4.0362,51.032,0.5085,DISCH,27.81
3937079,4.048,4.0593,4.0368,50.63,0.5074,DISCH,27.83
3938071,4.0458,4.0563,4.0332,50.943,0.5104,DISCH,27.82
3939027,4.0487,4.0607,4.0375,50.86,0.5071,DISCH,27.81
3939987,4.0449,4.0561,4.0334,51.364,0.5095,DISCH,27.85
3941017,4.0487,4.0597,4.0384,50.938,0.5077,DISCH,27.84
3942033,4.0474,4.0581,4.0358,50.706,0.5086,DISCH,27.82
3943016,4.0465,4.0575,4.0359,50.868,0.5102,DISCH,27.86
3943992,4.0475,4.0593,4.0359,51.211,0.5099,DISCH,27.84
3944925,4.0466,4.0596,4.0347,50.648,0.5079,DISCH,27.83
3945935,4.0449,4.0568,4.0335,50.745,0.5099,DISCH,27.83
3946940,4.0493,4.0609,4.0389,50.626,0.5085,DISCH,27.83
3947908,4.047,4.0566,4.0358,51.208,0.511,DISCH,27.82
3948898,4.0446,4.0568,4.0351,50.919,0.5093,DISCH,27.83
3949909,4.048,4.0594,4.0371,50.846,0.5086,DISCH,27.81
3950909,4.0469,4.0592,4.035,50.88,0.5101,DISCH,27.79
3951926,4.0488,4.059,4.0385,51.129,0.5098,DISCH,27.83
3952899,4.046,4.0574,4.0342,50.818,0.5095,DISCH,27.82
3953878,4.0468,4.057,4.0342,50.957,0.5094,DISCH,27.83
3954867,4.0455,4.0552,4.0352,50.97,0.5099,DISCH,27.81
3955853,4.0461,4.0553,4.0367,50.785,0.5078,DISCH,27.81
3956834,4.0453,4.0566,4.0347,51.027,0.5104,DISCH,27.81
3957790,4.046,4.0573,4.0352,50.857,0.5089,DISCH,27.82
3958787,4.0455,4.0585,4.0345,51.342,0.5098,DISCH,27.8
3959811,4.0457,4.0575,4.0352,51.13,0.51,DISCH,27.84
3960782,4.0456,4.0555,4.0344,50.495,0.5079,DISCH,27.81
3961833,4.0471,4.0593,4.036,51.331,0.5097,DISCH,27.82
3962835,4.0457,4.0564,4.0335,50.996,0.5093,DISCH,27.83
3963831,4.0459,4.0568,4.0349,50.823,0.5105,DISCH,27.85
3964857,4.0449,4.0562,4.0341,50.848,0.5085,DISCH,27.89
3965868,4.0454,4.0563,4.034,50.994,0.5096,DISCH,27.85
3966891,4.0471,4.0593,4.0368,51.148,0.5107,DISCH,27.8
3967921,4.0459,4.0566,4.0332,51.136,0.5085,DISCH,27.78
3968986,4.0463,4.0588,4.0355,51.15,0.5087,DISCH,27.88
3969940,4.0456,4.0575,4.0349,50.899,0.5085,DISCH,27.82
3970925,4.046,4.0572,4.036,50.895,0.5092,DISCH,27.77
3971945,4.0448,4.0552,4.0361,51.251,0.5116,DISCH,27.84
3972935,4.0473,4.0587,4.0374,51.414,0.5115,DISCH,27.81
3973937,4.0454,4.0558,4.0351,50.903,0.5106,DISCH,27.79
3974917,4.0436,4.0537,4.0316,50.875,0.5063,DISCH,27.84
3975959,4.0455,4.0559,4.0335,50.988,0.5111,DISCH,27.83
3976911,4.0462,4.0579,4.0344,50.793,0.5095,DISCH,27.78
3977863,4.0461,4.0575,4.0354,51.212,0.5101,DISCH,27.84
3978842,4.0446,4.0552,4.0333,50.775,0.5086,DISCH,27.82
3979814,4.0442,4.0566,4.0311,51.218,0.5097,DISCH,27.84
3980769,4.0429,4.0534,4.0339,51.093,0.5099,DISCH,27.8
3981749,4.0464,4.0563,4.0345,51.15,0.5093,DISCH,27.76
3982773,4.0448,4.0574,4.034,50.562,0.5071,DISCH,27.82
3983742,4.0455,4.0558,4.0355,50.63,0.5098,DISCH,27.84
3984772,4.0463,4.0568,4.0366,50.9,0.5079,DISCH,27.82
3985736,4.0443,4.0552,4.032,50.888,0.51,DISCH,27.82
3986751,4.0445,4.0554,4.0333,50.992,0.5086,DISCH,27.77
3987755,4.0458,4.0573,4.0354,50.683,0.5071,DISCH,27.85
3988699,4.0452,4.056,4.0344,51.25,0.5105,DISCH,27.82
3989722,4.0446,4.0558,4.0323,51.034,0.5083,DISCH,27.84
3990737,4.0455,4.0563,4.0353,51.155,0.5103,DISCH,27.84
3991732,4.0449,4.0574,4.0337,50.73,0.51,DISCH,27.81
3992764,4.043,4.0534,4.0328,51.255,0.5105,DISCH,27.84
3993756,4.0424,4.0528,4.0315,51.132,0.5097,DISCH,27.8
3994768,4.0455,4.0573,4.0336,51.315,0.5111,DISCH,27.84
3995736,4.0437,4.0556,4.0333,50.967,0.5081,DISCH,27.83
3996746,4.044,4.0553,4.0324,50.944,0.5092,DISCH,27.81
3997739,4.0445,4.0554,4.0343,51.202,0.5085,DISCH,27.83
3998764,4.0448,4.0557,4.0333,51.138,0.5079,DISCH,27.8
3999759,4.0455,4.057,4.0325,51.134,0.5083,DISCH,27.8
4000788,4.0459,4.0577,4.0355,50.951,0.5076,DISCH,27.8
4001785,4.0451,4.0569,4.0336,51.044,0.5087,DISCH,27.81
4002801,4.0454,4.0567,4.0354,51.275,0.5097,DISCH,27.83
4003771,4.0457,4.057,4.0347,50.836,0.5087,DISCH,27.85
4004737,4.0436,4.0563,4.0325,50.74,0.5094,DISCH,27.78
4005730,4.0428,4.0544,4.0325,50.785,0.5089,DISCH,27.87
4006765,4.0432,4.0559,4.0315,51.218,0.5085,DISCH,27.88
4007749,4.0456,4.058,4.0336,50.595,0.5091,DISCH,27.82
4008751,4.0434,4.0547,4.0334,50.886,0.5121,DISCH,27.84
4009794,4.0414,4.0519,4.0304,50.965,0.5088,DISCH,27.84
4010776,4.0442,4.0555,4.0324,50.975,0.5108,DISCH,27.81
4011763,4.0438,4.0547,4.0324,50.765,0.5083,DISCH,27.82
4012800,4.0438,4.0555,4.033,50.765,0.5079,DISCH,27.8
4013781,4.0429,4.0547,4.0325,51.263,0.5084,DISCH,27.78
4014780,4.0452,4.0576,4.0348,50.669,0.5075,DISCH,27.82
4015791,4.043,4.0525,4.0312,51.079,0.509,DISCH,27.83
4016787,4.0413,4.0516,4.0297,50.781,0.5088,DISCH,27.79
4017790,4.0433,4.0547,4.0328,51.186,0.5093,DISCH,27.85
4018796,4.042,4.0538,4.0334,51.035,0.5091,DISCH,27.8
4019763,4.0425,4.0519,4.0292,50.65,0.5079,DISCH,27.78
4020763,4.0422,4.0544,4.0319,50.782,0.5091,DISCH,27.84
4021768,4.0425,4.0522,4.0316,50.952,0.5076,DISCH,27.82
4022774,4.0415,4.0517,4.0298,50.914,0.5103,DISCH,27.81
4023780,4.0415,4.0528,4.0302,50.542,0.5072,DISCH,27.83
4024773,4.0427,4.0534,4.0332,50.844,0.5082,DISCH,27.81
4025794,4.0427,4.0537,4.0301,50.86,0.5088,DISCH,27.79
4026736,4.0432,4.0551,4.0301,50.981,0.5099,DISCH,27.86
4027737,4.0447,4.0572,4.034,50.953,0.5097,DISCH,27.83
4028731,4.0427,4.0545,4.0297,50.89,0.5083,DISCH,27.83
4029721,4.0438,4.0567,4.0326,51.018,0.51,DISCH,27.81
4030727,4.0417,4.0522,4.0304,50.874,0.5092,DISCH,27.83
4031754,4.0409,4.0521,4.0286,51.15,0.5089,DISCH,27.81
4032750,4.0411,4.0534,4.0299,50.614,0.5089,DISCH,27.83
4033766,4.0431,4.0552,4.0313,50.903,0.5088,DISCH,27.83
4034814,4.0428,4.0541,4.0316,51.168,0.5094,DISCH,27.83
4035877,4.0421,4.052,4.0294,50.892,0.508,DISCH,27.86
4036873,4.0416,4.0529,4.0327,50.875,0.5084,DISCH,27.83
4037864,4.0417,4.0542,4.0319,50.673,0.5098,DISCH,27.83
4038926,4.0433,4.0522,4.0324,50.593,0.5075,DISCH,27.81
4039972,4.043,4.0537,4.0312,50.777,0.5073,DISCH,27.81
4040961,4.0432,4.0554,4.0319,50.752,0.5094,DISCH,27.8
4041988,4.0416,4.0538,4.031,51.022,0.5092,DISCH,27.85
4043071,4.0412,4.0531,4.0298,51.038,0.51,DISCH,27.82
4044078,4.0424,4.0544,4.0313,50.731,0.5088,DISCH,27.8
4045078,4.0417,4.0532,4.0289,50.716,0.5078,DISCH,27.83
4046081,4.0431,4.0541,4.0315,50.905,0.5089,DISCH,27.84
4047121,4.0426,4.0541,4.0313,50.804,0.5077,DISCH,27.8
4048092,4.0414,4.0521,4.0307,50.538,0.5082,DISCH,27.78
4049116,4.0418,4.0517,4.0309,51.361,0.5115,DISCH,27.8
4050110,4.0417,4.0537,4.0292,51.036,0.5096,DISCH,27.83
4051086,4.0427,4.0551,4.0306,50.992,0.5116,DISCH,27.84
4052089,4.0416,4.0534,4.0305,50.618,0.5064,DISCH,27.81
4053099,4.0424,4.0539,4.0305,51.319,0.5119,DISCH,27.83
4054052,4.0418,4.0534,4.0299,50.777,0.5083,DISCH,27.83
4055077,4.0436,4.0541,4.0319,50.63,0.5088,DISCH,27.82
4056081,4.0409,4.0503,4.0305,50.943,0.5088,DISCH,27.83
4057103,4.0424,4.0555,4.0315,50.908,0.51,DISCH,27.83
4058086,4.0414,4.0508,4.0308,51.003,0.5077,DISCH,27.83
4059084,4.0419,4.0528,4.0294,50.747,0.5103,DISCH,27.81
4060103,4.043,4.0542,4.0286,50.826,0.509,DISCH,27.83
4061164,4.0408,4.0529,4.0284,50.944,0.5089,DISCH,27.85
4062185,4.0394,4.051,4.0266,50.914,0.5096,DISCH,27.83
4063173,4.0433,4.0538,4.0329,50.828,0.5091,DISCH,27.83
4064169,4.0412,4.0542,4.0307,50.716,0.5089,DISCH,27.84
4065125,4.0415,4.0535,4.0286,50.903,0.5079,DISCH,27.81
4066076,4.0398,4.0508,4.0279,51.282,0.5086,DISCH,27.8
4067086,4.0418,4.0517,4.0299,51.14,0.5086,DISCH,27.85
