t_ms,Vbat_mean,Vbus_INA,Vbat_ADS,Vsh_mV,I_A,mode,T_C
2294544,4.0415,4.0518,4.0303,60.5767,0.6051,DISCH,47.6594
2295550,4.041,4.0517,4.03,59.7625,0.5985,DISCH,47.7806
2296542,4.0415,4.0504,4.0318,59.4944,0.5949,DISCH,47.8084
2297541,4.0388,4.0531,4.0286,60.6403,0.605,DISCH,47.7465
2298556,4.0376,4.0546,4.0304,59.8325,0.5986,DISCH,47.8266
2299567,3.9785,3.9889,3.9689,300.2781,3.0021,DISCH,47.6
2300575,4.0445,4.0517,4.0303,60.5734,0.6057,DISCH,47.6612
2301578,4.0421,4.0515,4.032,60.3983,0.6018,DISCH,47.8034
2302576,4.0405,4.0514,4.0308,60.3922,0.6034,DISCH,47.6601
2303561,4.0428,4.0531,4.0299,59.9612,0.5987,DISCH,47.7293
2304571,4.0432,4.0524,4.0323,60.0083,0.6006,DISCH,47.7357
2305574,4.0438,4.0541,4.0332,59.8445,0.6002,DISCH,47.865
2306575,4.0408,4.0517,4.0297,61.1527,0.6118,DISCH,47.6766
2307567,4.042,4.0532,4.0287,59.9569,0.5987,DISCH,47.6974
2308567,4.0402,4.0549,4.0305,59.7958,0.5982,DISCH,47.7397
2309562,3.9803,3.9893,3.9729,299.8884,2.9977,DISCH,47.7305
2310553,4.0405,4.0537,4.0273,60.6278,0.6065,DISCH,47.8304
2311559,4.0428,4.0514,4.0283,59.6126,0.5972,DISCH,47.8219
2312563,4.04,4.0525,4.0275,59.4752,0.5927,DISCH,47.705
2313570,4.0423,4.0511,4.032,60.4361,0.6034,DISCH,47.7132
2314571,4.0433,4.0539,4.0291,60.7996,0.6075,DISCH,47.6894
2315564,4.041,4.0503,4.0297,60.0006,0.5984,DISCH,47.7528
2316555,4.0382,4.0529,4.0325,60.6364,0.6046,DISCH,47.8683
2317552,4.042,4.0511,4.0323,60.3687,0.6036,DISCH,47.83
2318546,4.0412,4.0528,4.0326,60.2469,0.6008,DISCH,47.8298
2319551,3.9789,3.9903,3.9687,300.5269,3.0073,DISCH,47.83
2320536,4.0384,4.0507,4.0302,60.077,0.6015,DISCH,47.7961
2321531,4.0427,4.0521,4.0305,59.9401,0.5991,DISCH,47.7891
2322534,4.0374,4.0507,4.0286,59.6914,0.5975,DISCH,47.7593
2323528,4.0383,4.0503,4.0303,59.4974,0.597,DISCH,47.7434
2324522,4.0401,4.0533,4.0326,60.7907,0.6079,DISCH,47.8386
2325514,4.0429,4.0549,4.0306,59.9711,0.6006,DISCH,47.8588
2326519,4.0401,4.0536,4.0287,60.0051,0.6023,DISCH,47.7736
2327511,4.04,4.0526,4.0301,60.0196,0.6014,DISCH,47.804
2328510,4.0411,4.0497,4.0281,59.6744,0.5967,DISCH,47.8252
2329506,3.9803,3.9899,3.9689,300.3956,3.004,DISCH,47.7873
2330500,4.0389,4.0524,4.0281,60.366,0.6022,DISCH,47.8393
2331492,4.0385,4.0514,4.0275,59.4789,0.5945,DISCH,47.766
2332486,4.0388,4.0524,4.0276,60.2414,0.6017,DISCH,47.8729
2333480,4.0388,4.0548,4.0309,60.0834,0.6001,DISCH,47.7834
2334477,4.0404,4.0503,4.0288,59.9372,0.5996,DISCH,47.8804
2335473,4.0399,4.0498,4.026,59.8172,0.6,DISCH,47.8408
2336475,4.0398,4.052,4.0268,60.0101,0.6001,DISCH,47.7774
2337471,4.0412,4.051,4.0304,59.843,0.5982,DISCH,47.795
2338469,4.0395,4.0523,4.0275,60.4034,0.6038,DISCH,47.8553
2339468,3.9813,3.9884,3.9669,300.5954,3.0078,DISCH,47.8341
2340467,4.037,4.0532,4.0282,59.9036,0.5996,DISCH,47.8493
2341468,4.0393,4.05,4.0266,60.8179,0.6085,DISCH,47.8879
2342464,4.038,4.0498,4.0302,60.2911,0.6026,DISCH,47.8332
2343464,4.0399,4.0487,4.0282,60.4225,0.604,DISCH,47.8155
2344449,4.0391,4.0495,4.0299,59.9983,0.6003,DISCH,47.8183
2345436,4.0395,4.0491,4.0313,60.2542,0.6032,DISCH,47.8467
2346446,4.0377,4.0508,4.0265,60.1049,0.6012,DISCH,47.8606
2347446,4.0445,4.0496,4.0269,60.5138,0.6031,DISCH,47.9252
2348444,4.0397,4.0493,4.029,59.8446,0.5976,DISCH,47.8928
2349445,3.9772,3.9929,3.9676,299.8612,2.9981,DISCH,47.875
2350434,4.0353,4.0542,4.029,59.3883,0.5947,DISCH,47.8961
2351424,4.0377,4.0466,4.0291,60.2649,0.6022,DISCH,47.9035
2352429,4.0425,4.0513,4.0295,60.1629,0.6014,DISCH,47.8972
2353440,4.0373,4.0482,4.0273,59.8143,0.5995,DISCH,47.8474
2354442,4.0408,4.0479,4.0285,60.5254,0.6057,DISCH,48.0059
2355429,4.0381,4.05,4.0274,59.8464,0.5976,DISCH,47.8589
2356439,4.0361,4.0487,4.0273,60.2132,0.6031,DISCH,47.8442
2357442,4.0396,4.0488,4.0278,59.9154,0.601,DISCH,47.8851
2358442,4.0385,4.05,4.0289,60.285,0.6017,DISCH,47.8552
2359433,3.9787,3.9886,3.965,300.2427,3.0051,DISCH,47.8742
2360436,4.0379,4.0508,4.0273,59.7529,0.5957,DISCH,47.8322
2361440,4.0395,4.0478,4.0265,59.793,0.5987,DISCH,47.978
2362437,4.0396,4.0488,4.0273,59.7054,0.597,DISCH,47.8827
2363435,4.0398,4.05,4.026,59.6983,0.5982,DISCH,48.043
2364434,4.0393,4.0508,4.0293,59.9211,0.6004,DISCH,47.9036
2365425,4.0399,4.0498,4.029,60.3413,0.602,DISCH,47.936
2366422,4.0382,4.0485,4.0304,60.2366,0.603,DISCH,47.9831
2367410,4.0398,4.051,4.0297,60.2929,0.6033,DISCH,47.9501
2368415,4.036,4.0509,4.0268,60.1336,0.6009,DISCH,47.9233
2369423,3.9759,3.9871,3.9644,298.7849,2.9889,DISCH,47.974
2370410,4.0388,4.0482,4.0296,60.541,0.605,DISCH,47.9102
2371411,4.0367,4.0481,4.0274,61.0219,0.6112,DISCH,48.033
2372411,4.0375,4.0479,4.0276,60.4395,0.6031,DISCH,47.9717
2373420,4.0358,4.0528,4.0285,59.8214,0.5981,DISCH,48.0033
2374423,4.0374,4.0481,4.0256,60.9675,0.6085,DISCH,48.0534
2375420,4.0369,4.0517,4.0301,59.9536,0.6003,DISCH,48.0002
2376424,4.0385,4.0477,4.0282,59.4507,0.5934,DISCH,47.961
2377422,4.0396,4.0482,4.0288,59.7047,0.5977,DISCH,47.9275
2378417,4.0396,4.0498,4.0272,59.9097,0.5999,DISCH,47.9012
2379415,3.9775,3.987,3.9622,300.0413,3.0011,DISCH,48.0053
2380424,4.0359,4.0455,4.0265,59.9012,0.5997,DISCH,48.0373
2381436,4.0353,4.0465,4.0261,60.2456,0.6033,DISCH,47.9503
2382424,4.0352,4.049,4.0276,59.6325,0.5967,DISCH,48.0021
2383435,4.0365,4.0464,4.029,60.5747,0.6055,DISCH,47.9431
2384432,4.0355,4.0469,4.0275,60.1861,0.6009,DISCH,48.0373
2385431,4.0365,4.0468,4.0252,59.1114,0.5912,DISCH,47.9171
2386436,4.034,4.049,4.0279,60.5706,0.606,DISCH,47.8874
2387439,4.0397,4.0503,4.0268,60.4479,0.604,DISCH,48.0243
2388441,4.0398,4.0459,4.0266,59.579,0.5954,DISCH,48.0188
2389426,3.9776,3.9895,3.9642,299.7369,2.9981,DISCH,48.0156
2390428,4.0335,4.0479,4.0254,59.7852,0.5982,DISCH,47.9579
2391422,4.0364,4.0445,4.0269,59.9316,0.6009,DISCH,47.9535
2392424,4.0378,4.047,4.0243,61.1439,0.6109,DISCH,48.0405
2393417,4.0407,4.051,4.0263,60.7044,0.6069,DISCH,47.9721
2394424,4.0339,4.0518,4.0279,60.3533,0.6031,DISCH,48.0252
2395417,4.0383,4.0462,4.0262,59.7546,0.5978,DISCH,48.007
2396419,4.0385,4.047,4.0292,60.0863,0.6013,DISCH,48.0113
2397410,4.038,4.0478,4.0272,59.8609,0.5997,DISCH,48.101
2398425,4.0383,4.0518,4.0267,59.9448,0.6002,DISCH,48.0366
2399420,3.9768,3.9863,3.9662,299.4981,2.9959,DISCH,48.0743
2400422,4.0404,4.0509,4.0292,59.2922,0.5918,DISCH,48.0558
2401418,4.0363,4.0485,4.0255,60.6398,0.6057,DISCH,48.0259
2402417,4.038,4.0498,4.0262,59.9498,0.5996,DISCH,48.1126
2403419,4.0366,4.0459,4.0266,59.7309,0.5978,DISCH,48.0319
2404412,4.0344,4.0462,4.0249,59.6901,0.5969,DISCH,47.9941
2405413,4.039,4.0494,4.0248,59.9099,0.5997,DISCH,48.064
2406414,4.0399,4.0489,4.0265,59.9082,0.5991,DISCH,47.9043
2407422,4.0371,4.0519,4.0231,60.2271,0.6031,DISCH,48.0449
2408423,4.0378,4.0478,4.0242,60.1477,0.602,DISCH,47.9778
2409421,3.9742,3.9877,3.9646,299.5173,2.9963,DISCH,47.9514
2410427,4.0364,4.0461,4.0246,59.8436,0.6001,DISCH,48.0414
2411425,4.039,4.0462,4.0239,59.9654,0.6,DISCH,48.0865
2412422,4.0338,4.0459,4.0242,59.7559,0.5974,DISCH,48.0657
2413417,4.0317,4.0486,4.0255,60.1192,0.601,DISCH,48.1408
2414420,4.0356,4.0486,4.0242,60.9589,0.61,DISCH,48.1094
2415421,4.0353,4.0477,4.0261,60.1838,0.6017,DISCH,48.055
2416422,4.034,4.0489,4.027,59.4431,0.5954,DISCH,48.0939
2417429,4.0396,4.0456,4.025,59.6109,0.5941,DISCH,48.059
2418424,4.0378,4.0475,4.0251,59.8845,0.5987,DISCH,48.1029
2419434,3.9757,3.9837,3.9644,299.7537,2.9986,DISCH,48.1367
2420447,4.0358,4.0484,4.0235,59.5301,0.5957,DISCH,48.1445
2421440,4.0355,4.0466,4.0265,59.9001,0.5981,DISCH,48.0941
2422443,4.0377,4.0477,4.027,59.7965,0.5978,DISCH,48.0791
2423442,4.0358,4.0442,4.0229,60.0091,0.5992,DISCH,48.0377
2424445,4.0331,4.0468,4.0243,59.9908,0.6004,DISCH,48.002
2425437,4.0325,4.0435,4.0225,59.704,0.5954,DISCH,48.1128
2426423,4.0341,4.0459,4.0268,59.8574,0.5978,DISCH,48.0942
2427422,4.0366,4.0487,4.0228,59.9832,0.6001,DISCH,48.128
2428407,4.0335,4.048,4.0229,60.3631,0.6038,DISCH,48.0615
2429408,3.9732,3.9885,3.9625,299.9856,2.9996,DISCH,48.1508
2430403,4.0321,4.0459,4.0238,60.0317,0.6002,DISCH,48.0997
2431400,4.0372,4.0482,4.0278,59.925,0.5987,DISCH,48.056
2432398,4.0352,4.0476,4.0222,59.9233,0.5978,DISCH,48.1755
2433392,4.0374,4.0469,4.0252,61.1387,0.6086,DISCH,48.0785
2434394,4.0353,4.0446,4.0235,60.5481,0.6047,DISCH,48.0408
2435393,4.034,4.0475,4.0249,59.3246,0.5928,DISCH,47.9838
2436389,4.0357,4.0469,4.0244,60.4447,0.6047,DISCH,48.1464
2437393,4.0316,4.0467,4.0239,60.3134,0.6039,DISCH,48.1063
2438385,4.0356,4.0464,4.0267,59.7329,0.5972,DISCH,48.1255
2439377,3.9727,3.9848,3.9635,300.6399,3.0075,DISCH,48.161
2440369,4.0361,4.0455,4.0217,60.282,0.6027,DISCH,48.217
2441364,4.0345,4.0468,4.0254,59.267,0.592,DISCH,48.1392
2442368,4.0374,4.0416,4.0254,59.406,0.5966,DISCH,48.0947
2443364,4.0345,4.0449,4.0255,59.8485,0.5978,DISCH,48.1078
2444364,4.0341,4.0466,4.0266,60.2438,0.604,DISCH,48.1495
2445365,4.038,4.0435,4.0234,59.6367,0.5959,DISCH,48.1297
2446358,4.0359,4.047,4.0238,59.9429,0.6,DISCH,48.1616
2447356,4.0338,4.0445,4.0214,60.534,0.6056,DISCH,48.1692
2448360,4.0315,4.0444,4.0239,59.3374,0.5943,DISCH,48.0853
2449363,3.9742,3.9839,3.9623,299.5156,2.9949,DISCH,48.1557
2450353,4.0339,4.0451,4.0207,59.9355,0.6001,DISCH,48.2312
2451345,4.0341,4.0458,4.0225,60.6661,0.607,DISCH,48.1284
2452345,4.0368,4.0447,4.0237,60.2587,0.6025,DISCH,48.096
2453340,4.0345,4.0441,4.0252,59.9065,0.5991,DISCH,48.1444
2454346,4.0347,4.0449,4.0242,60.1991,0.6033,DISCH,48.1762
2455357,4.0349,4.0433,4.0244,60.1342,0.6012,DISCH,48.1772
2456342,4.0335,4.045,4.0229,60.4761,0.6055,DISCH,48.1748
2457339,4.0356,4.0427,4.0214,59.8873,0.5998,DISCH,48.1007
2458337,4.0343,4.0464,4.0237,59.6777,0.598,DISCH,48.1908
2459341,3.9765,3.9832,3.9632,299.2663,2.9921,DISCH,48.1971
2460337,4.0326,4.0458,4.025,59.6633,0.596,DISCH,48.1996
2461338,4.036,4.0431,4.0242,59.8689,0.5983,DISCH,48.1571
2462328,4.0368,4.0412,4.024,59.2704,0.5922,DISCH,48.1989
2463316,4.0332,4.0455,4.0203,59.2665,0.5925,DISCH,48.2312
2464303,4.0356,4.0433,4.0222,60.185,0.6029,DISCH,48.2126
2465305,4.0339,4.0472,4.0214,60.3187,0.6025,DISCH,48.1435
2466299,4.0335,4.0438,4.0217,59.9228,0.6002,DISCH,48.2398
2467309,4.034,4.0454,4.024,60.746,0.6062,DISCH,48.2353
2468304,4.0348,4.0449,4.0208,59.6715,0.5967,DISCH,48.2043
2469309,3.9703,3.9831,3.9632,299.8101,2.9978,DISCH,48.1849
2470309,4.0332,4.0417,4.0226,59.846,0.5989,DISCH,48.1636
2471302,4.0316,4.0447,4.0194,60.0593,0.6007,DISCH,48.2212
2472296,4.0329,4.0428,4.0217,60.0544,0.6009,DISCH,48.1834
2473297,4.0368,4.0482,4.0203,59.1205,0.5905,DISCH,48.2682
2474305,4.0335,4.0437,4.0221,59.5877,0.5969,DISCH,48.2992
2475307,4.0339,4.0447,4.0201,59.7916,0.5976,DISCH,48.3125
2476312,4.036,4.0456,4.0209,60.3644,0.6047,DISCH,48.1898
2477322,4.0326,4.0447,4.0207,60.5824,0.6049,DISCH,48.2823
2478329,4.0368,4.0425,4.0229,60.2552,0.6028,DISCH,48.284
2479336,3.9706,3.9846,3.961,299.8182,2.9976,DISCH,48.2591
2480334,4.0327,4.0438,4.0236,60.4786,0.6032,DISCH,48.237
2481323,4.0335,4.0424,4.0217,59.624,0.5971,DISCH,48.1742
2482325,4.0304,4.041,4.0224,59.8325,0.5991,DISCH,48.2952
2483325,4.0343,4.0429,4.0208,60.407,0.6051,DISCH,48.2645
2484334,4.0342,4.0442,4.0226,59.3726,0.5947,DISCH,48.2717
2485329,4.0315,4.0412,4.0213,60.3555,0.6043,DISCH,48.2805
2486323,4.0325,4.0453,4.0204,60.0511,0.6007,DISCH,48.1635
2487324,4.0321,4.0433,4.0191,59.7475,0.5971,DISCH,48.1908
2488331,4.0346,4.0431,4.0197,59.3321,0.5931,DISCH,48.3087
2489327,3.9701,3.9842,3.9613,299.8568,2.9988,DISCH,48.3066
2490325,4.0335,4.0436,4.0209,59.2502,0.594,DISCH,48.3133
2491329,4.0294,4.0419,4.0212,59.7644,0.5975,DISCH,48.2976
2492318,4.0285,4.0417,4.0208,60.6226,0.6056,DISCH,48.3946
2493323,4.032,4.0434,4.0225,59.4367,0.5945,DISCH,48.2108
2494315,4.035,4.0469,4.0209,60.3673,0.6039,DISCH,48.2023
2495322,4.0325,4.0443,4.0221,59.9906,0.5993,DISCH,48.2445
2496311,4.0324,4.0434,4.0215,60.4016,0.602,DISCH,48.2182
2497310,4.0314,4.0428,4.0229,60.0085,0.6004,DISCH,48.3054
2498309,4.0314,4.0441,4.0213,60.0193,0.6005,DISCH,48.2632
2499302,3.9716,3.9843,3.9617,299.7267,2.998,DISCH,48.2827
2500293,4.0316,4.042,4.021,59.7566,0.5958,DISCH,48.2727
2501291,4.029,4.0431,4.0215,59.5389,0.5964,DISCH,48.2701
2502301,4.0346,4.0433,4.0185,60.4711,0.6049,DISCH,48.3403
2503308,4.0316,4.0436,4.0216,59.7108,0.5963,DISCH,48.3124
2504306,4.0295,4.0441,4.0205,60.2755,0.6036,DISCH,48.3167
2505304,4.0316,4.0439,4.0195,59.2441,0.591,DISCH,48.2935
2506314,4.0328,4.0432,4.0237,59.732,0.5984,DISCH,48.2869
2507317,4.0301,4.0419,4.0189,60.1097,0.601,DISCH,48.34
2508331,4.0335,4.0418,4.0222,59.7164,0.5966,DISCH,48.3337
2509339,3.9699,3.983,3.9601,300.6106,3.0049,DISCH,48.3103
2510346,4.0341,4.039,4.0206,60.1392,0.6005,DISCH,48.4
2511355,4.0297,4.0444,4.0208,59.9293,0.6001,DISCH,48.3121
2512353,4.0272,4.041,4.0187,60.2671,0.6026,DISCH,48.3407
2513352,4.0344,4.042,4.0189,60.2187,0.6028,DISCH,48.3735
2514346,4.0298,4.0408,4.021,60.5059,0.6043,DISCH,48.3275
2515337,4.0326,4.0432,4.0232,60.5236,0.605,DISCH,48.2743
2516340,4.0292,4.0442,4.0213,59.9013,0.6006,DISCH,48.3366
2517332,4.0303,4.0408,4.0206,60.3633,0.6047,DISCH,48.3605
2518344,4.03,4.039,4.0207,59.8135,0.5991,DISCH,48.3202
2519347,3.9682,3.9817,3.9613,299.9798,3.0003,DISCH,48.3979
2520332,4.0319,4.0419,4.0219,59.8135,0.6007,DISCH,48.3407
2521332,4.0336,4.042,4.0198,59.4774,0.5943,DISCH,48.3906
2522319,4.0335,4.0431,4.0189,59.4063,0.5947,DISCH,48.4307
2523321,4.0322,4.0442,4.0209,60.0234,0.6006,DISCH,48.35
2524311,4.0303,4.0428,4.0172,59.6004,0.595,DISCH,48.3618
2525311,4.0296,4.0399,4.0233,60.3167,0.6039,DISCH,48.294
2526307,4.0286,4.041,4.0218,60.0441,0.6002,DISCH,48.3685
2527305,4.0312,4.0411,4.0193,60.1492,0.6022,DISCH,48.327
2528302,4.0298,4.0432,4.0239,60.6289,0.6048,DISCH,48.436
2529307,3.9706,3.978,3.9595,299.848,2.9983,DISCH,48.3147
2530300,4.0303,4.043,4.0204,60.9447,0.6093,DISCH,48.3428
2531302,4.0312,4.04,4.0193,60.3554,0.6037,DISCH,48.3307
2532297,4.0295,4.0401,4.0192,60.4541,0.6042,DISCH,48.3993
2533295,4.0271,4.0426,4.0204,59.6207,0.5963,DISCH,48.3676
2534293,4.0331,4.0408,4.022,59.4078,0.5955,DISCH,48.4121
2535292,4.0317,4.0437,4.0169,59.7109,0.5958,DISCH,48.4127
2536293,4.0301,4.0407,4.0185,60.2673,0.6042,DISCH,48.3453
2537289,4.0312,4.0393,4.0174,60.3191,0.6035,DISCH,48.417
2538289,4.0301,4.0428,4.021,60.5772,0.6046,DISCH,48.3945
2539293,3.9673,3.9824,3.9584,299.9247,2.9998,DISCH,48.4373
2540278,4.0315,4.0427,4.0157,59.7071,0.5971,DISCH,48.4133
2541265,4.0295,4.0417,4.0209,60.8402,0.6086,DISCH,48.3554
2542266,4.0295,4.042,4.0185,59.4415,0.5941,DISCH,48.2927
2543274,4.0305,4.0414,4.0172,59.5996,0.5947,DISCH,48.3317
2544272,4.0332,4.0406,4.017,60.0729,0.5999,DISCH,48.3528
2545286,4.03,4.0383,4.0193,59.7498,0.5978,DISCH,48.4508
2546301,4.029,4.04,4.0215,59.4456,0.5942,DISCH,48.3395
2547304,4.0282,4.0413,4.0183,60.5244,0.604,DISCH,48.4088
2548303,4.0268,4.0417,4.0197,60.1136,0.5995,DISCH,48.3589
2549300,3.969,3.9817,3.9581,299.8316,2.9984,DISCH,48.3749
2550297,4.0299,4.0415,4.017,60.4077,0.6048,DISCH,48.3393
2551304,4.0266,4.0432,4.0175,60.2964,0.6034,DISCH,48.3708
2552305,4.0305,4.0421,4.0195,59.2004,0.5928,DISCH,48.4415
2553305,4.0268,4.0413,4.0213,60.5029,0.6033,DISCH,48.4494
2554295,4.0294,4.0401,4.0177,58.8186,0.5891,DISCH,48.4159
2555303,4.0305,4.0418,4.0195,60.0961,0.6008,DISCH,48.4834
2556304,4.0286,4.041,4.019,59.9867,0.6017,DISCH,48.3979
2557302,4.0296,4.0428,4.0168,61.4488,0.6141,DISCH,48.4835
2558290,4.0285,4.0414,4.02,60.2446,0.6028,DISCH,48.3912
2559296,3.9671,3.9801,3.9579,299.5693,2.9953,DISCH,48.422
2560292,4.032,4.0389,4.0187,60.1148,0.6001,DISCH,48.4297
2561295,4.0287,4.0392,4.0152,59.6485,0.5974,DISCH,48.4571
2562293,4.0258,4.039,4.0193,59.6779,0.5974,DISCH,48.5067
2563281,4.0304,4.0376,4.0169,60.346,0.6051,DISCH,48.2978
2564278,4.0325,4.0421,4.0182,59.4689,0.5931,DISCH,48.4611
2565276,4.027,4.04,4.0157,60.1373,0.6011,DISCH,48.3339
2566276,4.0282,4.0388,4.0182,59.9263,0.5987,DISCH,48.3816
2567267,4.03,4.0429,4.0169,60.134,0.5997,DISCH,48.4675
2568262,4.0277,4.0404,4.0165,60.2722,0.6032,DISCH,48.3573
2569266,3.9665,3.9784,3.9542,299.2456,2.9934,DISCH,48.5124
2570268,4.0283,4.0407,4.0177,60.2914,0.6023,DISCH,48.5034
2571255,4.0311,4.0375,4.0175,59.2846,0.5943,DISCH,48.4484
2572248,4.0298,4.0387,4.0166,60.4353,0.6045,DISCH,48.4379
2573258,4.026,4.0352,4.0193,60.0027,0.5992,DISCH,48.4635
2574258,4.0289,4.0393,4.0185,59.8928,0.5997,DISCH,48.5161
2575264,4.0272,4.0405,4.014,59.9439,0.599,DISCH,48.4224
2576265,4.0297,4.0392,4.0137,60.544,0.6061,DISCH,48.3782
2577261,4.0279,4.0397,4.0175,60.4453,0.6035,DISCH,48.4888
2578262,4.0269,4.0405,4.0172,59.8873,0.5985,DISCH,48.5366
2579261,3.968,3.9768,3.9568,300.1998,2.9993,DISCH,48.4334
2580246,4.0279,4.0375,4.0174,59.6521,0.597,DISCH,48.5558
2581240,4.0269,4.04,4.0196,59.6862,0.5962,DISCH,48.4777
2582244,4.0276,4.039,4.0175,60.7864,0.6092,DISCH,48.5155
2583237,4.0279,4.0372,4.0165,59.6853,0.5973,DISCH,48.4534
2584234,4.031,4.0393,4.0146,59.4439,0.5932,DISCH,48.5787
2585232,4.0262,4.0379,4.0154,59.9518,0.5977,DISCH,48.442
2586244,4.025,4.0388,4.0177,60.4131,0.6025,DISCH,48.5223
2587240,4.0292,4.0379,4.0192,60.1723,0.603,DISCH,48.4931
2588239,4.0257,4.0362,4.0181,60.3288,0.6025,DISCH,48.5335
2589228,3.9673,3.978,3.9568,300.2179,3.0016,DISCH,48.4476
2590226,4.0266,4.0387,4.0155,60.4864,0.6049,DISCH,48.4328
2591219,4.0293,4.0388,4.0184,60.2051,0.6035,DISCH,48.4393
2592227,4.0259,4.0382,4.0171,60.2852,0.6035,DISCH,48.5291
2593227,4.0287,4.0389,4.0148,59.5979,0.5969,DISCH,48.5717
2594221,4.0278,4.0388,4.0171,60.2872,0.603,DISCH,48.4471
2595218,4.0246,4.0395,4.0178,60.2153,0.6033,DISCH,48.612
2596207,4.0249,4.0398,4.0174,60.3073,0.6015,DISCH,48.4753
2597201,4.0285,4.0392,4.0141,60.8847,0.608,DISCH,48.6194
2598201,4.0283,4.0373,4.0175,60.1459,0.6006,DISCH,48.558
2599197,3.9658,3.9771,3.9563,300.3234,3.0023,DISCH,48.4861
2600205,4.0291,4.0371,4.0156,59.678,0.5971,DISCH,48.4995
2601205,4.0254,4.0367,4.0148,60.4275,0.6041,DISCH,48.5327
2602200,4.0247,4.037,4.017,59.8748,0.5993,DISCH,48.4924
2603187,4.0284,4.038,4.0199,60.2926,0.6047,DISCH,48.5406
2604186,4.0262,4.0387,4.0179,60.1237,0.6009,DISCH,48.5312
2605182,4.0253,4.0374,4.018,58.5929,0.5857,DISCH,48.5542
2606171,4.0241,4.0404,4.0145,59.9972,0.6003,DISCH,48.3768
2607167,4.025,4.0359,4.0147,59.3426,0.5945,DISCH,48.5488
2608166,4.0264,4.0374,4.0159,60.1914,0.6028,DISCH,48.5478
2609173,3.9697,3.9757,3.9538,299.6343,2.9962,DISCH,48.6367
2610166,4.0248,4.0414,4.015,60.1813,0.602,DISCH,48.5054
2611177,4.0261,4.0378,4.0157,60.2185,0.6024,DISCH,48.4968
2612171,4.0277,4.0359,4.0137,60.3787,0.604,DISCH,48.5489
2613166,4.0274,4.0352,4.0175,60.215,0.6011,DISCH,48.5997
2614160,4.0277,4.0362,4.0129,59.6803,0.5963,DISCH,48.5255
2615165,4.0231,4.0339,4.0158,59.8986,0.5971,DISCH,48.6087
2616174,4.0268,4.0369,4.0167,60.3378,0.6024,DISCH,48.6332
2617173,4.0269,4.0373,4.016,59.3553,0.5946,DISCH,48.5303
2618169,4.0266,4.0385,4.0148,60.4268,0.6033,DISCH,48.5537
2619168,3.9674,3.9754,3.9554,300.6538,3.0068,DISCH,48.6023
2620166,4.0268,4.0384,4.0154,59.5726,0.5964,DISCH,48.5161
2621163,4.0267,4.0393,4.0155,60.277,0.6036,DISCH,48.5858
2622158,4.0245,4.0351,4.0135,59.6873,0.5958,DISCH,48.5336
2623159,4.027,4.0367,4.0141,59.9908,0.6012,DISCH,48.5609
2624150,4.0265,4.0396,4.0139,60.2981,0.6026,DISCH,48.6208
2625155,4.0256,4.0368,4.0146,60.1335,0.6012,DISCH,48.6238
2626152,4.0254,4.0357,4.0166,60.718,0.6067,DISCH,48.5872
2627167,4.026,4.0345,4.0154,59.5584,0.596,DISCH,48.5115
2628171,4.0216,4.0373,4.0151,61.0211,0.6084,DISCH,48.5491
2629172,3.963,3.9759,3.9516,299.7962,2.9986,DISCH,48.6535
2630171,4.0255,4.0354,4.0135,60.1764,0.6019,DISCH,48.6008
2631163,4.0262,4.0368,4.0155,59.9123,0.5979,DISCH,48.611
2632164,4.025,4.035,4.0153,59.7432,0.5967,DISCH,48.5828
2633160,4.0248,4.0354,4.0141,60.3028,0.6049,DISCH,48.5763
2634149,4.0254,4.0356,4.0113,59.8129,0.5983,DISCH,48.6001
2635145,4.0278,4.0335,4.0131,60.1515,0.6011,DISCH,48.6199
2636137,4.0241,4.0354,4.0132,60.0719,0.6009,DISCH,48.639
2637140,4.0254,4.0364,4.0133,60.159,0.6027,DISCH,48.6095
2638144,4.0245,4.0358,4.0137,59.8563,0.5975,DISCH,48.5901
2639140,3.9639,3.9763,3.9548,300.4439,3.0021,DISCH,48.7681
2640127,4.0264,4.0355,4.0134,59.4887,0.5942,DISCH,48.6092
2641135,4.0276,4.0332,4.0127,60.1014,0.6013,DISCH,48.583
2642138,4.0232,4.0358,4.0126,59.9324,0.5989,DISCH,48.5723
2643133,4.023,4.0362,4.017,59.6316,0.5966,DISCH,48.608
2644136,4.0263,4.0338,4.0162,60.1086,0.6007,DISCH,48.5778
2645148,4.0243,4.0351,4.014,59.8819,0.5973,DISCH,48.6346
2646147,4.0221,4.0369,4.0168,60.5132,0.6038,DISCH,48.7518
2647141,4.0261,4.0351,4.0144,59.5399,0.5964,DISCH,48.6665
2648147,4.0252,4.0346,4.0128,60.2274,0.6038,DISCH,48.6356
2649148,3.9653,3.9744,3.9541,300.1238,2.9995,DISCH,48.5951
2650152,4.0234,4.036,4.0124,60.7914,0.6077,DISCH,48.6717
2651160,4.0242,4.0356,4.0132,60.5835,0.6042,DISCH,48.7011
2652155,4.023,4.0342,4.0135,60.1603,0.6015,DISCH,48.696
2653147,4.0227,4.0365,4.0126,60.505,0.6055,DISCH,48.5738
2654155,4.0266,4.0356,4.0117,59.793,0.5974,DISCH,48.6325
2655147,4.0285,4.0331,4.0148,60.2558,0.6036,DISCH,48.6288
2656147,4.0255,4.0389,4.0111,59.5338,0.5953,DISCH,48.6738
